Field,Our Data,Annotated Data,Similarity
action_sequence,"a young man was killed and seven others injured in a head-on collision between two buses at sadar upazila road here on sunday morning. the deceased was identified as birendra pahan, 30, an indigenous man of","<a hsc student crossing the road died after being hit by a speeding truck on the dhaka-chattogram highway in mirsharai upazila of chattogram tuesday, police said. the deceased was identified as mishu rani debi poly, 18, a second-year hsc student of nizampur government college and daughter of surjo mohon debnath from khoiyachora union. poly was hit by the speeding dhaka-bound truck around 8am while she was crossing the road in front of nizampur government college,"" said md kohinur mia, in charge of nizampur police investigation center. ""she died on the spot,"" the officer said, adding the truck driver and his assistant were arrested from the spot. ""the body has been sent to a local hospital morgue for an autopsy."">""",49
action_sequence,"a 30-year-old truck helper was killed falling from a truck at nayabazar in the city early thursday. the deceased was identified as md akhil islam, son of nurul islam.","<two people were killed when a truck rammed a covered van on dhaka-sylhet highway in bijoynagar upazila of brahmanbaria district on monday. the identities of the deceased could not be known immediately. the accident occurred in the afternoon when the dhaka-bound truck hit a sylhet-bound covered van near islampur police outpost, leaving two killed on the spot and two others injured, said sukhendu basu, officer-in-charge of khatihata highway police. the injured were taken to a local hospital.>",38
action_sequence,"a train hit a bus stuck at a level-crossing on nawab sirajuddaula road near narayanganj railway station on sunday. the unidentified child body, missing a leg, was sent to dhaka medical college","<two people were killed and seven others injured by lightning strikes at bagatiprara, and boraigram upazilas in natore on monday. the deceased were ashik,20, of bagatipara upazila and salim uddin,42, a farmer of notabaria area in boraigram upazila, said sirajul islam, officer-in-charge of natore model police station. a steak of lightning struck a tea stall at karamdosi bazar in bagatipara killing ashik on the spot and injuring seven people including his father sihab uddin and shop owner rupali begum. five of them including rupali were admitted to puthia hospital in rajshahi, said the oc. meanwhile, salim uddin was struck by lightning at noon while working in the field beside his home , he said. both the bodies were handed over to respective families, said oc sirajul islam.>",25
action_sequence,"two people killed in a road crash on madaripur-shariatpur road at matherbazar in sadar upazila. the deceased were identified as diganta, 18 and sumon, 18 of shariatpur","<a 40-year-old man riding on his bike was killed after being hit by a bus in the jatrabari area of the city sunday morning, said police. the deceased was identified as abul kalam, son of late abdur razzak, originally from darikandi village of daudkandi upazila in cumilla. he used to work in a rod shop in bangshal's nayabazar. rashedul islam, the cousin of the deceased said that razzak died on the spot when he was run over by a taj paribahan's bus on the dhaka chittagong highway between rayerbazar and matuail around 10:30 am. later, police recovered his body and sent it to dhaka medical college and hospital morgue for an autopsy. tamanna akhtar, sub-inspector (si) of jatrabari police station confirmed the matter to unb.>",57
action_sequence,at least two people were killed and two others injured as two buses collided with a private car and two rickshaws in dhaka. the accident took place around 7:45am when the two buses including ‘swadhin,"<two people were killed and four injured as a bus crashed into a human hauler, locally known as laguna,"" in dhaka's mirpur beribadh sunday, police said. the deceased were identified as jubayer hossain, 18, and rubel, 45. shah ali police station sub-inspector (si) al-amin said the accident occurred at 1:15 pm. ""the injured were rushed to shaheed suhrawardy medical college hospital where jubayer hossain was declared dead upon arrival,"" the si said. three of the injured were shifted to dhaka medical college hospital (dmch) and two others to the national institute of traumatology and orthopaedic rehabilitation (nitor). rubel succumbed to his injuries at dmch around 5pm, bachchu miah, in-charge of dmch police outpost, said. ""inured milon gazi is undergoing treatment at the hospital and another person went home after receiving primary treatment."">""",64
action_sequence,"bus crashes into human hauler, locally known as ""laguna,"" in dhaka's mirpur beribadh. the deceased were identified as jubayer hossain, 18, and rubel, 45.","<a 40-year-old man was burned to death in a fire that broke out at a crane in the ksrm steel mill in chattogram sitakunda on saturday. the deceased was identified as md mohiuddin, son of zaheer ahmed of dakshin masjidda dhupapara pukurpar village of kumira union of the upazila. he was a crane operator of the steel mill. kumira fire service station officer md feroze said mohiuddin died on the spot after the factory's loading crane caught fire saturday noon. on information, a fire tender was rushed to the spot. after the flames were doused, the firemen recovered the charred body of the man, he added.>",41
action_sequence,"jyoti kabir, 6, died after being hit by a pick-up van on satkhira-kaliganj road. protests at sokhipur in debhata upazila on monday morning.","<a battery-run auto rickshaw driver was killed being hit by an anonymous vehicle in asad gate area of mohammadpur in the city saturday. then deceased was identified as monir sheikh, 40, hailing from tongi bari upazila of gopalganj district, said abdur rashid, sub inspector of mohammadpur police station the accident occurred early in the morning and his body was found lying in front of nabil paribahan bus counter on mirpur road near asad gate, he said. ‚äúefforts are on to identify the vehicle and the driver that is responsible for the accident. the body has been sent for autopsy,‚äù said the si.>",47
action_sequence,three people were killed and 12 others injured in a head-on collision between two buses. the identities of the deceased could not be known immediately. the injured were taken to narsingdi general hospital.,"<two people were killed in separate road accidents in noakhali district in the small hours of saturday, police said. the identities of the deceased, both in their 40s, could not be known immediately. saiful islam, a sub-inspector with chandraganj highway police, said the first accident occurred at the busy begumganj intersection and the second one near begumganj eye hospital on the feni-laxmipur regional highway. the bodies have been kept in the morgue of noakhali general hospital, said si saiful.>",75
action_sequence,pickup van driver md mamun was killed when a speeding truck hit it from behind. two others were injured in the accident at jadoua in sadar upazila on saturday morning.,"<at least three people were killed in a head-on collision between a truck and a cng autorickshaw at bagra bazar area of sadar upazila on friday night, police said. only one of the deceased - ripon, 40, a resident of brahman sakua village bagadi union of chandpur sadar - could be identified as of filing this report. the accident occurred around 9:30pm when the cylinder carrying truck hit the auto-rickshaw coming from the opposite direction near bagra bazar area on chandpur-raypur highway, said md abdur rashid, officer-in-charge (oc) of chandpur model police station. the impact of the crash was such that the three people travelling in the auto died on the spot, added the oc. the bodies were kept in the chandpur sadar hospital, said the oc. police seized the truck and arrested its driver,"" added oc abdur rashid. road accidents are common in bangladesh. at least 2,329 people, including 291 women and 381 children, were killed and 4,361 others injured in 2,159 road accidents across the country in the first half of the current year, says a new report by the road safety foundation. the road accidents occurred on highways, and national, inter-district and regional roads between january 1 and june 30 across the country.>""",75
action_sequence,at least five people were killed and nine others injured in a head-on collision between a bus and a human hauler on dhaka-sylhet highway on friday night. the identity of the deceased could not be known immediately.,"<a woman and her son were killed as a bus mowed them down on the sylhet-bholaganj highway in companiganj upazila, sylhet, thursday, police said. dulvi begum, 40, and her son siddikur rahman, 12, of the upazila were going to meghergaon of sadar upazila. the accident occurred around 12pm near baharghat as a bus of shadapathor poribohon hit the mother and son as they were crossing the road, leaving dulvi and her son critically injured, md shafiqul islam khan, in-charge of salutikor police investigation centre, said police rushed them to sylhet mag osmani medical college hospital where they were declared dead upon arrival. the bodies were sent to the hospital morgue for autopsies, shafiqul said. meanwhile, police managed to detain the driver of the bus, he added.>",45
action_sequence,"the deceased were identified as kajol sardar, 30, and abul kalam, 40. witnesses said the motorcycle crashed into the stationary truck on rajapur road near joynarayanpur.","<a 35 km long tailback was created on dhaka-chattogram highway after a goods-laden lorry overturned near nuritala area in chandina upazila early thursday. ‚äúa freight truck that overturned near nuritala area created the long tailback from cumilla cantonment to gouripur in daudkandi as vehicles had to move through just one lane,‚äùsaid md rahmat ulla, superintendent of cumilla highway police. the vehicle movement returned to normal after five hours when the lorry was removed from the road, he said. ‚äúi started for dhaka from cumilla at 9 am and got stuck in a long traffic jam after reaching near cumilla cantonment area. after five hours around 2:30 pm i reached near sonargaon upazila,‚äù shobuj choton, a student, told unb.>",38
action_sequence,"a woman was killed and five of her family members were injured as a uber car carrying them collided with a private car. the deceased was identified as fulbibi, 55, wife of abul kalam, hailing from barish","<the taskforce, formed to oversee the implementation of the recommendations of the national roads safety council to restore discipline on roads and highways, wants an end to plying of inter-district motorcycles to reduce road accidents. former shipping minister shahjahan khan and a member of the taskforce said this after the meeting of the taskforce at the home ministry on wednesday. home minister asaduzzaman khan kamal presided over the meeting shahjahan said, ‚äúthere will be no inter-district ride sharing. the matter was discussed in the meeting. we have taken the matter seriously as around 40 per cent of road accidents occur due to motorcycles. we have decided to control it.‚äù shahjahan, also the president of the bangladesh road transport workers federation, said, ‚äúmany people are saying that motorcycles are being controlled due to the conspiracy of the bus owners. this is ridiculous. we have only suggested stopping long route ride sharing. the government will decide on the matter.‚äù mentioning that the country has limited dope test centres for drivers, shahjahan khan said they requested the authorities concerned to increase the number of dope test centres and reduce dope test fees from the existing tk 900. the meeting also recommended increasing the number of employees at brta and recruiting more highway police personnel to maintain discipline on roads, he added. regarding the appointment letter of the transport workers by the owners, he said road transport or home minister will soon inaugurate the mass appointment letter handover ceremony all over the county through the virtual platform.>",23
action_sequence,a coal-laden truck overturned on a labour shed at a brick field in chouddagram upazila’s narayanpur on friday. the truck's driver lost control while positioning the vehicle and it fell over the makeshift labour,"<at least two people were killed and 15 others injured after a bus crashed into a roadside tree in fakirhat upazila on tuesday morning. one of the deceased was identified as monir mollik, 24. both of them died on the spot when the driver of the khulna-bound bus from dhaka lost its control and crashed into the tree near the palerhat area of the busy khulna-mawa highway around 10am, said sheikh abul hasan, in charge of mollahat highway police outpost. on information, police rushed to the spot and recovered the bodies. of the injured, 10 were rushed to fakirhat upazila health complex and khulna medical college and hospital, he said. the bus has been seized but its driver and his assistant managed to flee, the officer added. fakirhat upazila executive officer manowar hossain said, drivers are advised to control the speed of their vehicles. reckless driving leads to so many accidents.‚äù road accidents are common in bangladesh. at least 2,329 people, including 291 women and 381 children, were killed and 4,361 others injured in 2,159 road accidents across the country in the first half of the current year, says a new report by the road safety foundation. the road accidents occurred on highways, and national, inter-district and regional roads between january 1 and june 30 across the country.>""",41
action_sequence,"two people were killed and seven others injured in a road accident involving two buses and a pickup at gazaria in nagarkanda upazila on monday. the deceased were identified as azizur rahman munshi, 55, son of","<twenty people were injured as a bus overturned near north police station of padma bridge at mawa point in munshiganj district on tuesday. the identities of the injured people could not be known immediately. the bus of ‚äòtungipara paribahan' overturned around 1:30 pm after its driver lost control over steering, leaving 20 people injured, said mohammad zia, traffic inspector of mawa police camp. of the injured, some were taken to a local hospital where some others were given first aid.>",40
action_sequence,a sand-laden truck collided with a bus and fell on top of a cng-run autorickshaw. the incident happened on the tangail-mymensingh road in chatipara area of the upazila,"<two people were killed on the dhaka-tangail highway in gazipur sunday after police said a truck mowed them down with their motorcycle. it happened around 5pm near kadda area under konabari police station when the truck rammed into the motorcycle of masud hossain and ruhul hossain, killing them on the spot, ""abu siddik, officer-in-charge of konabari police station, said kaliakair upazila's masud and ruhul were returning home on their two-wheeler from joydebpur when the truck hit their vehicle from behind. both of them fell and died on the spot. the truck was seized but the driver and his assistant managed to flee. the bodies were sent to shaheed taj uddin ahmad medical college hospital morgue for autopsies and a case will be filed in connection with the accident, the oc said.>""",60
action_sequence,three dead and six injured in head-on collision between a bus and a pickup van. the incident happened around 8:30 am at the aziznagar-12 bridge area on the chattogram-cox's bazar highway,"<a housewife got back her life after a commuter train went over her in akhaura bypass area of brahmanbaria on friday evening. a video clip containing the incident went viral on social media instantly. the teenager was identified as liza akhter, 19, wife of junayed gazi of bypass area in akhaura upazila of the district. eyewitness md amzad bhuiyan, who captured the video, said three people including liza and her husband were walking on titas bridge and taking pictures of themselves, when a train came speeding. though liza's husband and another woman managed to get out of the way, liza's legs got trapped in the rail track as the noakhali-bound ‚äò'upakul express'' train from dhaka was approaching. showing remarkable presence of mind, liza stopped trying to get off and instead used her slender frame to lie flat on the track - although this too was risky. ‚äúthe train ran over liza, leaving her slightly injured,‚äù amzad said. liza was rushed to the upazila health complex where she received first aid. md mazharul islam, officer-in-charge of akhaura railway police station, said that they were aware about the incident>",47
action_sequence,"the government will provide tk 1,00,000 to each families of the brick kiln workers who were killed when a coal-laden truck overturned at chouddagram upazila in cumilla on friday. besides, the families","<at least five construction workers were killed and three injured as a train rammed a concrete mixer three-wheeler at a crossing in gopalganj's kashiani upazila thursday night, the fire service said. the deceased were sujar mridha (35), paritosh das (30), amrit biswas (35), hiraman biswas (45) and razzaquw shikder (40) of parulia union, gopalganj fire service deputy assistant director abul kalam azad said. fourteen workers, the occupants of the parulia union-bound vehicle, were returning home from work from kathamdorbosto bazar. at 9:30pm, when the vehicle was passing through the rail crossing at kagdi in maheshpur union, tungipara express from rajshahi hit the three-wheeler, leaving five workers dead on the spot and three others injured. the injured were rushed to upazila health complex, azad said.>",45
action_sequence,"a motorcycle hit an auto-rickshaw at khilbaisa in sadar upazila. the deceased was identified as adnan hossain, a first-year student.","<at least 22 people were killed and 33 others injured tuesday in a bus-truck accident on the desert road of minya province in southern egypt. a passenger bus traveling to cairo from the southern province of sohag crashed into the back of a truck parking on the side of the road for changing its tyres,"" governor osama al qady told xinhua. ambulances have rushed the injured to local hospitals. the crash took place 200 km away from cairo, he added. road accidents are common in egypt because of poorly maintained road infrastructure and loosely enforced traffic regulations. over the past few years, egypt has been upgrading its road network, building new roads and bridges, and repairing old ones to reduce traffic accidents.>""",16
action_sequence,"the deceased was identified as shishir ranjan baishnab, a resident of the bm college road area in the city. he retired as a deputy assistant community medical officer. the accident occurred near a temple in the the bm","<six people have been killed and 20 others injured in a head-on collision between a tractor-trolley and a speeding truck in the western indian state of rajasthan, police said on saturday. the accident occurred in the sumirpor area of pali district, nearly 300 kms from state capital jaipur late on friday night. the tractor-trolley was carrying pilgrims from jaisalmer district when the speeding truck coming from the opposite direction crashed into the vehicle at high speed,"" a police officer told the local media. while six of the pilgrims died on the spot in the impact of the collision, those injured have been admitted to a nearby hospital. ""the condition of some of the injured is said to be serious,"" the officer said. indian prime minister narendra modi's office tweeted to express his grief over the tragedy. ""the accident in pali, rajasthan is saddening. in this hour of grief, my thoughts are with the bereaved families. i pray for a speedy recovery of those injured,"" modi said. ""a probe has been ordered into the accident,"" the police officer said. road accidents are common in india, with one taking place every four minutes. these accidents are often blamed on poor roads, rash driving and scant regard for traffic laws. the indian government's implementation of stricter traffic laws in recent years has failed to rein in accidents, which claim over 100,000 lives every year.>""",44
action_sequence,"a constable was killed after being hit by a bus in baraigram upazila of natore on friday. the deceased was identified as firoz ahmed, 35, constable of bonpara highway police. the","<rapid action battalion (rab) wednesday arrested the operator of the crane that tilted to one side and dropped a concrete girder on a passing car, crushing five of a family to death in dhaka's uttara. the elite force also arrested the operator's assistant, a security guard of the contractor firm and six others from dhaka, gazipur, sirajganj, and bagerhat in a case filed over the accident, asp imran khan of rab headquarters (media wing) said. monday, a brt (bus rapid transit) project girder came crashing down on the car near uttara's jasimuddin road when it was being moved onto a trailer, suggesting the use of cranes of insufficient strength in the project. rubel, 50, fahima, 40, her sister jhorna, 28, and jhorna's two children jannat, 6, and jakaria, 2, got crushed inside the mangled car. fortunately, a newlywed couple ‚äì rubel's son hridoy, 26, and his wife ria moni, 21, ‚äì also travelling with them escaped death. it came exactly one month after a worker was killed by a falling crane in the gazipur part of the brt project, and last year six workers escaped with injuries after a part of a launching girder collapsed near them, close to hazrat shahjalal international airport in dhaka. a case was filed at uttara west police station over monday's accident accusing the crane operator, contractor company china gezhouba group corporation and unnamed people.>",50
action_sequence,"narayon chandra roy, son of khokaram roy of chakarampur village, and shasodhor babu roy of the area died. the eight people were injured in a head-on collision between a passenger bus","<la paz, jan 20 (xinhua/unb) - a head-on crash between two buses on the oruro-potosi highway in southwest bolivia on saturday left at least 22 dead and more than 30 others injured, said local police. the accident occurred in the early morning hours of saturday when two buses from the companies of trans azul and trans imperial crashed on the highway some 40 km from the city of challapata, romulo delgado, commander general of the police, told reporters. the injured have been taken to hospitals in challapata and the city of oruro. the incident was under investigation, the head of police said. according to preliminary police report, the accident could have been caused due to excessive speed and one of the buses may have crossed into the oncoming lane, in addition that rain and fog could have obstructed the drivers' vision.>""",39
action_sequence,"a truck helper was killed as the truck he was driving overturned in magura. the deceased was identified as swadhin ali, 30, son of abdur sabur.","<la trinidad, sep 12 (ap/unb) ‚äî at least 14 people, mostly elderly villagers, died when the brakes of an overloaded passenger van failed while traveling on a winding road, sending it down a ravine in a mountain province in the northern philippines, police said wednesday twenty-four other passengers, including the driver, were injured in the accident tuesday afternoon in balbalan town in kalinga province, said police chief superintendent rolando nana. most of the dead were retired villagers in their 60s and 70s returning home after collecting their government pension from a bank. thirteen passengers were pinned to death while another died on the way to a hospital after being retrieved from the 80-meter-deep (262-foot-deep) ravine, police said. deadly road accidents in the region have been blamed on weak enforcement of traffic rules, poorly maintained public transport and long-neglected upland roads dangerously perched beside deep ravines.>",17
action_sequence,"at least six people were killed in separate road accidents in pabna, rajshahi, sirajganj and jashore districts on friday. a motorcyclist and his wife were killed as his vehicle rammed into a","<thakurgaon, sept 11 (unb) ‚äì two people -- a schoolboy and a woman -- have been killed in separate incidents of snakebite in pirganj and haripur upazilas of the district. in pirganj upazila, hasan dipu, 7, son of akbar ali of narayanpur village, was sleeping in his room on monday night when a snake bit him. family members first called a snake charmer who tried to treat the boy locally but failed. later, dipu died on the way to hospital in the early hours of tuesday. ramisa begum, 35, wife of late shafiuddin of gajdumdangi village in haripur upazila, was giving food to her cattle in the early hours of tuesday when a snake bit her. later, she also died on the way to the upazila health complex>",42
action_sequence,"in sirajganj, a collision involving three vehicles on the eastern side of the bangabandhu bridge at kodda intersection in sadar upazila in the morning left five women, including a mother and her two daughters,","<satkhira, mar 11 (unb)- death of primary school student after being hit by a pick-up van on satkhira-kaliganj road sparked protests at sokhipur in debhata upazila on monday morning. the deceased was identified as jyoti, 6, daughter of humayn kabir, a resident of sokhipur village in debhata upazila and a class i student of sokhipur dighirpar government primary school. biplab kumar saha, officer-in-charge of debhata police station, said that the accident took place around 8 am as the pick-up van hit jyoti while she was crossing the road for going to school, leaving her dead on the spot. protesting the accident, local people blocked the road and staged demonstrations. on information, police rushed in and brought the situation under control. police also detained the driver babu, 36, son of moktar ali of sadar upazila.>",40
action_sequence,at least seven people were killed in two separate road accidents on the khulna-mawa highway in bagerhat district on friday. the first accident occurred early this morning in the boiltoli area of the district's fak,"<dhaka, feb 5 (unb) ‚äì the high court on tuesday asked the government to provide tk 1 lakh as compensation to each of the families of four students who died in separate road crashes in keraniganj and chattogram districts in january. the hc bench of justice sheikh hassan arif and justice razik-al-jalil passed the order after hearing a writ petition. the hc also issued a rule asking the government to explain why directives should not be given to provide tk 50 lakh as compensation to each family. it also wanted to know in the rule as to why the failure to provide training to drivers of motorised vehicles as per the government rules, file cases and arrest accused drivers should not be declared illegal. home, and road transport and bridges secretaries, chairman of bangladesh road transport authority, inspector general of police, dhaka metropolitan police commissioner and chattogram metropolitan police commissioner were made respondents to the rule which is returnable in four weeks. the hc fixed april 15 for the next hearing. barrister abdul halim stood for the petitioner. a class-viii student was killed in a road crash in chhatogram on january 22 while a college student and two siblings were killed in separate road accidents in keraniganj on january 16 and january 28 respectively. children charity bangladesh foundation and bangladesh legal aid and services trust filed a writ petition with the high court.>",44
action_sequence,"two motorcyclists were killed as a tractor hit their vehicle in front of gazirhat degree college of ranisankail upazila. the deceased were identified as abdus sabur, 24, and jahangir alam,","<kinshasa, oct 8 (ap/unb) ‚äî congo's health ministry says at least 53 people are dead and more than 72 people have been hospitalized after a tanker truck collided with another truck in western congo. the ministry updated the figures monday, saying the toll will likely rise, given the severity of burns suffered. the accident happened in the village of mbuba, not far from kisantu city and about 200 kilometers (124 miles) southwest of the capital, kinshasa. witnesses say villagers rushed to collect leaking fuel from the vehicles when a fire broke out. the fire quickly spread to nearby homes. the ministry said 22 people died immediately. president joseph kabila had saturday ordered three days of national mourning. an investigation has been launched to determine the cause of the accident.>",16
action_sequence,"a woman and her six-month old grandchild were killed when a motorbike hit them near diabari metro rail road in the capital early thursday. the deceased were identified as mazeda alias khuki, 45, wife of","<munshiganj, oct 8 (unb) ‚äì a factory and six warehouses were gutted as a fire broke out at komolaghat bandar in mirkadam municipality here early monday. zahurul islam,a fireman at munshiganj fire service, said the fire broke out at a plastic warehouse around 12am and soon engulfed the adjoining five other warehouses and a pulse factory. on information, four firefighting units from munshiganj and srinagar rushed in and put out the fire. however, it is not clear what caused the fire. munshiganj, oct 8 (unb) ‚äì a factory and six warehouses were gutted as a fire broke out at komolaghat bandar in mirkadam municipality here early monday. zahurul islam,a fireman at munshiganj fire service, said the fire broke out at a plastic warehouse around 12am and soon engulfed the adjoining five other warehouses and a pulse factory. on information, four firefighting units from munshiganj and srinagar rushed in and put out the fire. however, it is not clear what caused the fire.>",28
action_sequence,"at least two persons died and one sustained injuries in a collision between a microbus and a lorry in cumilla's chandina upazila. the deceased were identified as ibrahim, son of abdul malek of bhatgaon","<schoharie, oct 7 (ap/unb) ‚äî a crash involving a limousine at a popular upstate new york tourist spot killed 20 people, officials said sunday. local officials told the times union of albany that a limo speeding down a hill hit bystanders saturday afternoon at the apple barrel country store in schoharie, about 170 miles (270 kilometers) north of new york city. state police confirmed sunday that the death toll was 20 and said the crash involved two vehicles. the store is a popular stop for tourists on fall foliage trips. authorities on sunday didn't release names of victims or other specifics, but state police set up a hotline for family members. the national transportation safety board is investigating. an afternoon news conference is planned. in a facebook post on saturday, the apple barrel country store thanked emergency responders for their actions in the aftermath of the horrific"" accident. on sunday, the store posted that it was open ""and could use your hugs."" witnesses on saturday described chaos, with a massive turnout of ambulances and other responders. ""i heard some screaming. it looked serious because people were running back and forth,"" bridey finegan of schoharie told wnyt newschannel 13.>""",25
action_sequence,"another person died on the way to rangpur medical college hospital, raising the death toll from accident to 10. officer-in-charge of sadar police station akkas ali said the tentulia-bound bus from the district town","<bogura, oct 7 (unb) ‚äì an auto-rickshaw driver was killed and two others sustained injuries in a gas cylinder explosion at jamalpur in shahjahanpur upazila on sunday. the deceased was identified as farid uddin, 45. sub-inspector rumman hossain of shahjahanpur police station said a gas cylinder went off with a big bang while being pumped air into it at a shop zakaria store around 11 am, leaving farid dead on the spot and injuring the owner and a worker of the shop. of the injured, the shop worker was taken to bogura shaheed ziaur rahman medical college hospital while the shop owner khairul islam went into hiding with the injury. bogura, oct 7 (unb) ‚äì an auto-rickshaw driver was killed and two others sustained injuries in a gas cylinder explosion at jamalpur in shahjahanpur upazila on sunday. the deceased was identified as farid uddin, 45. sub-inspector rumman hossain of shahjahanpur police station said a gas cylinder went off with a big bang while being pumped air into it at a shop zakaria store around 11 am, leaving farid dead on the spot and injuring the owner and a worker of the shop. of the injured, the shop worker was taken to bogura shaheed ziaur rahman medical college hospital while the shop owner khairul islam went into hiding with the injury>",48
action_sequence,"a chattogram- bound train hit a picnic bus carrying students and guardians of a madrasha on a level crossing in sitakundu upazila. eleven of the injured were identified as daud, 45, shirin ak","<bagerhat, dec 20 (unb) ‚äì at least three people were killed and 15 others injured when a bus overturned after hitting a roadside tree on khulna-mongla highway at sonatunia in rampal upazila early thursday. two of the deceased were identified as kamrul, 25, son of sarwar hossain of mongla upazila and ferdous, 42, son of abu taher of telikhali village in rampal upazila while the identity of the other could not be known yet. moloy roy, officer-in-charge of katakhali highway police, said the accident took place around 3:30 am when a mongla-bound bus of ‚äòarafat paribahan' from dhaka hit a roadside tree as the driver lost his control over steering and turned turtle, leaving two dead on the spot and 16 others injured. the injured were taken to a local hospital where the doctors declared one dead. meanwhile, the traffic movement on the busy highway remained suspended for about five hours following the incident.>",55
action_sequence,"the deceased were identified as saiful islam jisan, 17 and fahim, 15, a class x student of munshiganj high school. the injured, identified as jihad, is being treated at a local hospital, police said","<cumilla, dec 19 (unb) ‚äì at least three people, including two brothers, were killed and six others injured on wednesday after a microbus hit a covered van in chandina upazila's nuritala. the deceased were identified as dubai expatriate abdul mannan, 40, and his elder brother abul kashem, 42 ‚äì natives of monohorganj upazila. the third victim is rakib hossain, 20, from lakshmipur. microbus driver nur hossain parvez said he had taken the passengers to airport from monohorganj. ‚äúwe were returning home after picking up mannan. i lost control and rammed into a covered van parked near the dhaka-chattogram highway, killing the three on the spot,‚äù he said. mannan's wife hasina begum, 34, daughters hafsa, takia, tahna, nephew salauddin, 25, and parvez were injured. inspector monirul islam, in-charge of illiatganj highway police outpost, said the injured were initially taken to chandina upazila health complex. two of them were sent cumilla medical college and hospital as their conditions deteriorated.>",64
action_sequence,a 55-year-old man was killed in the capital's motijheel on thursday night. the deceased was identified as pratap rema from netrakona. the accident occurred around 11:30pm at the walton,"<rajshahi, dec 18 (unb) ‚äì a turkish national and a pick-up driver were killed in a road crash on dhaka-rajshahi highway at senbhag in puthia upazila on monday night. the deceased were driver golap hossain, 26, hailing from madhupur upazila in tangail district and turkish national abbasi, 40. mostafizur rahman, in-charge of poba highway police, said that the pick-up van overturned on the highway after being hit by a truck around 8:30pm and then a ‚äòcentury paribahan' bus hit the pick-up van, leaving the driver dead on the spot and passenger abbasi injured. later, the injured was taken to puthia health complex where doctors declared him dead.>",51
action_sequence,"urmi jahan nishi, 35, died on the spot after her bike crashed into a traffic island. her brother, mostafa, also sustained injuries in the accident in dhaka's shahbag area.","< a fire that started at the 30-story bangladesh bank building in dhaka's motijheel monday evening was put out after one hour. the blaze was reported at 6:25pm on the third floor of the central bank and four firefighting units responded to it, anwarul islam, warehouse inspector of fire service and civil defence headquarters, said. firefighters could tame the flames at 7:25pm. no casualties were reported and the extent of damage could not be confirmed immediately,"" he added. anwarul said the fire was caused by an electric short circuit at the central storeroom of the bangladesh bank, but could not provide more details.>""",28
action_sequence,"four people were injured when an onion-laden truck overturned on the viaduct road of padma bridge. the identities of the injured could not be known immediately. police arrested abdur razzak, 28, the driver of the","<a 26-year-old executive riding his bike to work was killed after being hit by a speeding tractor trolley near karpasdanga bazar of chuadanga's damurhuda upazila on tuesday morning. the deceased was identified as minal hossain, son of aftab hossain of sadabari village in the upazila. he worked as a field officer at mimpex agrochemicals ltd. the accident occurred around 8am on tuesday when minal was on his way to his office, police said. the soil-laden tractor-trolley crashed into the bike at high speed, leaving minal dead on the spot, said atiqur rahman jewel, sub-inspector at karpasdanga police outpost. on information, police rushed to the spot and recovered the body, he added>",26
action_sequence,a sub-inspector (si) of rupnagar police station was killed as a bus hit his motorcycle from rear side. si uttam was taking the bus of ‘eagle paribahan’ from mir,"<gazipur, dec 3 (unb) ‚äì five people were killed and six others injured following a collision between a bus and a human hauler in haldoba area of sadar upazila on monday morning. four of the deceased were identified as ex-army officer mizanur rahman, hailing from laxmipur village in gozaria upazila of munshiganj district, md nazim uddin, 60, abdus samad, 65, hailing from sirajganj district and ratul. saiful islam, officer-in-charge of joydebpur police station, said that the accident took place when the bus collided with the human hauler (locally known as leguna), leaving two passengers of leguna dead on the spot nine others injured. among the injured, three died at gazipur shaheed tajuddin ahmed medical college hospital. two of the injured were sent to dhaka medical college and hospital and four are undergoing treatment at tajuddin ahmed medical college hospital>",48
action_sequence,"two people killed as a bus hit a motorcycle on barguna-barishal regional highway in betagi upazila in the district. the deceased were identified as abdul aziz sikdar, 70, and md hanif akon","<dhaka, july 2 (unb) a schoolboy drowned in a pond in city's khilgaon on tuesday noon. the deceased identified as md sohan, 12, son of ahasan ullah of meradia area, was a class six student of south banasree ideal school. victim's father ahasan said, sohan along with some of his friends went to take bath in the pond of banasree kazi bari at noon but drowned there while taking bath. locals rescued him and rushed to dhaka medical college hospital where the attending doctors pronounced sohan dead, said inspector bachchu mia of the hospital police camp.>",38
action_sequence,"sajjad hossain, 9, was killed as a truck his bicycle in the city's sabujbagh area. the soil-laden truck hit the bicycle of sajjad leaving him dead on the spot. locals","<xalapa, may 30 (ap/unb) ‚äî a tour bus and a semi-trailer collided wednesday on a mountain road in the mexican state of veracruz, and the bus rolled over and caught fire, killing at least 21 people and injuring 30, officials said. roberto hern√°ndez, the civil defense director for nogales township, said the bus turned onto one side and the ground blocked its exit doors. initial reports said 20 people were killed, but state civil defense director guadalupe osorno said one injured person died later. authorities said both vehicles were westbound when they apparently collided in a mountainous area known as cumbres de maltrata. both caught fire. in april 2006, a bus carrying religious pilgrims in the same area ran off the highway and tumbled down a steep ravine, killing 65 people.>",37
